0,1,2,3,4,5,6,7,8,9,10,11,12,13
231.72545,3.112241,3.3766152999999997,2.7326467,1.8678021,3.4569898,3.4172915999999995,3.4286407999999997,3.200669,3.2696967,3.2651155,3.3950110000000002,3.4517142999999995,3.1989236
-190.6585,-2.5498830000000003,-2.7489886,-2.2107415,-1.7422893,-2.7210357000000003,-2.7050414000000003,-3.1220603,-2.664524,-2.8318147999999996,-2.7400723,-2.7769543999999997,-2.6733103,-2.574837
-158.70518,-2.7447633999999996,-2.890001,-2.766624,-1.591664,-2.9631906000000003,-2.990771,-3.0577676,-2.9327419,-2.9951925,-2.9811502,-2.9417908,-3.0141299,-2.8889810000000002
124.466255,1.4172627,1.364092,1.1339226999999998,0.5046659,1.5448745000000002,1.5147476,1.2986788999999999,1.3754833,1.441238,1.4541135,1.5316964,1.3546184,1.3990171999999998
141.75208999999998,1.3085891,1.8348351999999999,1.1581607,1.3860431999999998,1.9372988999999998,1.8076296000000003,1.8972661,1.7852284,1.8255348000000002,1.8581900000000002,2.0003943,1.9089189999999998,1.7483118999999998
163.1561,2.9333422000000002,3.1000294999999998,3.0323167,1.9018276,3.2533397999999996,3.119382,3.3186104,3.1525812,3.1622472000000004,3.2796440000000002,3.1338155,3.153963,3.0906453
-255.60957000000002,-0.38493679999999997,-0.122423895,-0.22461823,-6.2167582999999995,-0.14870809,-0.1078184,-0.13861942,-0.024442334,-0.022176381000000002,-0.11644288,-0.05254794,-0.10452183,-0.06473340000000001
-144.4082,-2.8861713,-3.1202172999999997,-2.837601,-1.9853442,-3.1546838,-3.0982363,-3.4037824,-3.1432599999999997,-3.1063902000000003,-3.145914,-3.2559922,-3.1910284,-3.1482398999999996
230.90497000000002,1.6102228,2.3033402,2.0360324,2.103583,2.4142992000000003,2.1705272,2.8121815,2.326228,2.371921,2.3443258,2.4413214,2.3620818,2.146672
-213.71541000000002,-2.8186822,-3.0964009999999997,-2.3532505,-1.4894073,-3.1014225,-3.230268,-3.3349226,-3.0529466,-3.2249423999999998,-3.1220095000000003,-3.0579362,-3.083768,-2.851429
-212.7644,-3.6857498,-3.5946917999999997,-2.9040577,-1.0739098,-3.7146795,-3.620158,-3.9108996,-3.7094986000000003,-3.7314873,-3.7243114,-3.6214793,-3.6710532,-3.6517763
-145.5966,-1.4330542,-1.8062066000000003,-1.348155,-1.2315841,-1.8672414000000002,-1.8297141,-1.9237058999999999,-1.9926776000000002,-1.7236629,-1.9150789000000001,-1.791364,-1.7843627,-1.9262362000000002
-130.76727,-1.3598117,-1.5922713,-0.7429154,-1.7185738999999998,-1.5833025,-1.5238785,-1.7591691000000003,-1.6299382,-1.5127206,-1.6493698,-1.3836465,-1.5322738,-1.6913096999999997
-239.1079,-0.5748601999999999,-0.42828572,-1.0672776000000002,-3.578837,-0.44928807,-0.43606940000000005,-0.1287412,-0.48032594,-0.3437272,-0.57880044,-0.28195968,-0.45858324,-0.8540462
209.54012,3.2798392999999995,3.0462607999999998,2.0607564,0.6038140999999999,3.0887372,3.130191,3.097317,3.0539765,3.085948,3.133437,3.135264,3.0553725,3.0817595
127.64005,2.6331954,2.7721221000000003,2.3837526,1.4537639999999998,2.8134215,2.7971567999999998,2.9873743,2.715711,2.8042138,2.7653475,2.741136,2.801894,2.786943
221.21329,0.49010926,0.36440495,0.8642221,2.152341,0.39801604,0.26578596,0.42772844,0.33691317,0.34736374,0.19074252,0.2004454,0.45431292,0.20358972
-155.08398,-2.9559362,-3.1045876,-2.9642972999999997,-1.7979982,-3.1731759999999998,-3.1460698,-3.2927852,-3.1072377999999996,-3.1450869999999997,-3.0972085,-3.0972638,-3.1362712000000004,-3.1288682999999997
202.42198,0.22154936,0.21427818,0.6081346,4.2605925000000004,0.19037838,0.21472960000000002,0.35105962,0.27729982,0.3911159,0.32007745,0.25065160000000003,0.24445010000000003,0.37600628
170.13933,3.8384593000000002,4.225850599999999,3.9098047999999994,2.7835520000000002,4.280416000000001,4.254194999999999,4.505307,4.278272,4.302368599999999,4.401752,4.306339,4.320922,4.251671
237.15546,3.0132482000000005,3.138764,1.9248557000000002,2.597369,3.2129416,3.1174076,3.2162585,3.0208225,3.0647417999999997,3.0600498,3.2235546000000004,3.0127292000000003,2.8898043999999996
-195.72614,-2.9682431,-3.2293804,-1.9844085,-1.5795671999999998,-3.2852845,-3.2730572,-3.5473394,-3.2613779999999997,-3.2865043,-3.3081593999999996,-3.3531458,-3.2290362999999997,-3.2746812999999997
158.31441999999998,2.9067917000000003,2.9569597,1.7512332,0.015725737,3.078869,3.00795,2.915403,3.059628,2.9354433999999996,3.1297596000000003,3.0635254,2.9612796,3.0562549999999997
-189.13806,-3.2144701,-3.3887155,-2.445585,-0.53543663,-3.5357711000000003,-3.5572731,-3.5534877999999996,-3.4894924,-3.4329576,-3.4406839999999996,-3.4960440000000004,-3.2779236000000003,-3.3038247000000003
-208.44472,-3.4620674,-3.3925754999999995,-2.9701736,-1.0233215,-3.3238149,-3.3973934999999997,-3.8108470000000003,-3.3544834000000003,-3.411929,-3.4193149,-3.4119809,-3.5067693999999996,-3.2562542000000003
-143.6631,-2.4889216,-2.5169373,-1.5849937,-0.70602244,-2.6319711,-2.6094150000000003,-2.621108,-2.6363494,-2.5269566,-2.6446943,-2.6429298,-2.5487876,-2.6275234
173.07895,2.8243806,2.9427216,2.8415258,1.6808984,3.0406222,3.030128,3.206131,3.0161982000000003,3.0030847,3.0338476,3.0353382,3.1391869999999997,2.9284737
-217.75432,-3.3834443,-3.4521669999999998,-2.9345107000000006,-1.6830033,-3.5637144999999997,-3.4209855000000005,-3.7737242999999996,-3.4726398,-3.580998,-3.561979,-3.5667160000000004,-3.5352066,-3.3456297
-206.17328,-3.1556897,-3.403322,-2.9054900000000004,-1.3757706,-3.4570599000000004,-3.3266430000000002,-3.8467546,-3.3225482000000004,-3.4004877000000002,-3.3855690000000003,-3.4919192999999997,-3.3525197999999996,-3.1993906
-170.20558,-3.3622410000000005,-3.6664242999999996,-3.3379839999999996,-1.8237522000000002,-3.711789,-3.6974592000000004,-4.0282073,-3.6962940000000004,-3.7938389999999997,-3.77204,-3.7069690000000004,-3.6816123,-3.6717682000000003
-130.52438,-0.45502803,-0.071559265,-0.31412894,-3.3531934999999997,-0.1317352,-0.050808668,0.29200312,-0.03823832,-0.050017502,0.012378483999999999,0.04947083,-0.04079543,0.017377514
-244.70045,-0.6521901999999999,-0.32830492,-1.9255421000000001,-6.1669599999999996,-0.17713223,-0.19540447,0.30852664,-0.26761374,-0.22954464,-0.20113657,-0.09030776,-0.38551548,-0.57821304
147.8589,2.731103,2.7478929,2.587697,0.9970157,2.8329601,2.7717106,2.9620897999999998,2.7546942000000003,2.8165987,2.8117813999999997,2.8020522999999997,2.9480572,2.7678509
-143.05995,-2.905019,-3.0143077000000003,-2.9311123,-1.6788193,-3.1012738,-3.0140443,-3.2637446,-3.0126730999999998,-3.0561504,-3.0819864,-3.0459878,-3.0847535,-2.9750967
186.83217,2.537528,2.575714,2.0552349999999997,1.319372,2.5844533,2.6352596,2.4708607000000002,2.5541009999999997,2.5968904,2.6133463,2.60816,2.5331050999999998,2.56487
-244.76698,-3.1023612000000003,-3.2206035,-2.6602485000000002,-1.3856051999999999,-3.4059144999999997,-3.1481392,-3.4703302000000003,-3.2826817000000004,-3.15295,-3.2843447,-3.2820685,-3.2571821,-3.1108081000000003
-194.49753,-4.132521,-4.347701,-3.2657936000000003,-1.5460713,-4.347096,-4.3124910000000005,-4.3067703,-4.128063,-4.352099,-4.3649154,-4.487593,-4.1128497,-4.2649403
223.54807000000002,-0.12432859,0.053620953,0.41175777,5.181499,0.10687116,0.08633300000000001,0.05494991,0.015478627,0.0823541,0.05506278,0.0029069465000000003,0.02112816,0.06673017
